wrist_speed,elbow_angle,wrist_height,fps,physics_distance_est
25.9926419015578,117.08920959462286,0.7537798678544754,30.0,61.76782156091698
35.21142890255866,125.76769780339606,0.4206704534736163,30.0,81.41046423106096
31.71190306898248,87.53275291547493,0.9106761943483703,30.0,70.92319537354905
29.578535747152586,113.74118697248991,0.7291813673484691,30.0,73.52138529023263
22.496298247078983,110.0222188200624,0.41004271848986795,30.0,48.16241832935496
22.495912325379244,128.29812637517898,0.9736366402368448,30.0,59.84869621559716
20.929337794691193,133.42609423368825,0.6628558243347245,30.0,53.86967059196118
33.85881833239896,70.85097400341708,0.3510289163101585,30.0,67.8672302015875
29.61784018789134,117.18139433411548,0.7387830330905469,30.0,76.92104815506279
31.329161244736728,73.62850593838102,0.47723923490896714,30.0,68.53470810442545
20.32935190873284,108.42010655541492,0.8625854163141116,30.0,47.76018416034008
35.51855763459191,90.13429103305748,0.8724754514963333,30.0,75.68494549396631
33.31908225280675,91.47436196654988,0.9852631490982633,30.0,75.4781442664533
23.39742577085242,94.70709524166496,0.6513086717171526,30.0,54.40452904520397
22.90919947531361,113.4904714334727,0.618469815809416,30.0,54.89320818696694
22.93447215765494,93.38349759681384,0.8274329238125364,30.0,53.78189534554137
24.867875887352604,121.28893354131964,0.39272945943934856,30.0,59.66352167931321
28.396102906115807,98.31691699017088,0.6828408596551869,30.0,63.95936646202635
26.91112029827385,74.7847240216971,0.6823733200915956,30.0,55.16845104636912
24.659666243168672,124.8631889738875,0.36263118596727106,30.0,56.92756337791916
29.789646315558073,90.00308272148942,0.5925888598548394,30.0,59.93995810634498
22.23190177043267,100.29368157194838,0.8972993589970413,30.0,55.02629630712214
24.67431437656349,117.9810718255331,0.8993075353962621,30.0,56.80631933053704
25.861789492699067,93.27193100040984,0.3694663654437767,30.0,58.72458842738491
27.297119747472575,73.96099593027009,0.3635046179234816,30.0,64.05203732564988
32.56281538228822,96.17447329089696,0.4838868339013547,30.0,69.50754251282406
23.194780514533754,136.11140078860126,0.9123362437877953,30.0,60.94058106297291
28.227751014617787,114.92140781089907,0.39023180955144926,30.0,62.85256276747932
29.47863310179268,117.00354040670449,0.8039977618392122,30.0,74.0870164393134
20.743206603519965,114.25975075463478,0.3708159337291722,30.0,47.958022573822895
29.720717630423014,83.92944972716057,0.7361964976234777,30.0,64.79741127880138
22.728385978996663,99.2833704871596,0.5492471093834014,30.0,55.22889138045418
21.040825487764472,122.56578588543228,0.852239774076107,30.0,51.16376995131018
35.18216859605333,77.09610282872114,0.4635833141777545,30.0,74.01271036204446
35.45011252919295,89.44969432627985,0.7474412805729718,30.0,77.67639662545338
32.93435756986338,89.34233759260975,0.4649777742031195,30.0,72.52690129382384
24.87382030677393,100.24132493161542,0.7995621981785076,30.0,62.784058244755734
21.562753824102142,138.62581186595295,0.911574624192524,30.0,48.81240812608581
30.94772842419451,74.72517826786753,0.388761259388732,30.0,67.64476403557731
27.04243989983362,106.30906960664166,0.9066169820168524,30.0,65.80812897404572
21.95261175751646,82.55552774085473,0.7155026780900084,30.0,52.19085901750109
27.922830561780323,137.9473581786821,0.38897734360691677,30.0,68.61751125882995
20.550216337843494,77.9312453309225,0.5992792987517983,30.0,47.770355446716536
34.54912643326051,98.25207016531138,0.4126022054395685,30.0,75.5202130754266
24.14047970560027,121.65194893842244,0.7902435222065987,30.0,60.091763110194684
30.60035654966371,119.31880996192118,0.8312076940925648,30.0,71.62063351274034
24.987377217430577,99.59100458257527,0.37405756419095926,30.0,55.6533662701033
28.321088338844973,94.25669175669027,0.654297896886251,30.0,66.17493286871485
28.747364469492474,97.83286649870094,0.8702375392181421,30.0,64.77997508036077
22.957671288408434,88.49933842110475,0.9553141290856975,30.0,53.28334868724261
35.51335404423294,84.37330570947599,0.659462506719239,30.0,76.95870384223905
32.40212517377783,103.8127788291223,0.9651954565279848,30.0,78.88007405215093
35.03198306502703,88.79736292473251,0.6749822793192208,30.0,68.21569660492963
34.31723760684238,90.12231654280751,0.5759333462199355,30.0,77.20705427621364
29.56639966097736,115.972924443219,0.8937421899870268,30.0,69.50297193665148
34.74998776036987,137.79761321899247,0.6450878973206623,30.0,74.57268429057831
21.415880032830714,112.25460403915625,0.6303317573951661,30.0,52.52532939200308
23.135725798706325,75.38856269454764,0.6432187425868798,30.0,54.68422942056903
20.72363662256861,75.2908529697847,0.8927495013088218,30.0,51.44448109424276
25.20528529221223,136.5996254591896,0.8823590791816365,30.0,53.69686306415727
26.218836635031714,90.81035532151336,0.5824639947081478,30.0,63.98967924524315
24.341584508382333,76.44468902577329,0.5333099019093674,30.0,52.95874286354565
33.25980014643087,111.9331211005267,0.6443496168273904,30.0,77.39770767228454
25.70805322709743,113.65541448031863,0.7009407568159762,30.0,62.82680230433753
24.494952154998092,115.39533740830817,0.46683604743959783,30.0,54.463760160751704
28.683137330531977,88.7181419500279,0.8557685593009134,30.0,68.06240441212456
22.254787599596202,71.05774789501325,0.6405379360126959,30.0,50.10867255126947
32.835151692064635,137.55107586181305,0.5338318838939717,30.0,69.00288505867532
21.19281029887633,87.56251319837718,0.37477469507479344,30.0,52.140845509628825
35.79019098560828,117.32184016367833,0.4671916122825248,30.0,77.45729715176438
32.355916308746515,119.46409089150967,0.9644968202291886,30.0,72.9440408750003
23.17945090454676,112.700519195564,0.5135697807736685,30.0,53.35257906862989
20.08835387397764,91.90351759495537,0.4182015025569247,30.0,47.679601316469835
33.04738285527735,88.9767377634846,0.6224709541584952,30.0,73.48414613705509
31.309717501561874,111.83677978918922,0.5149614203521741,30.0,72.4302818684656
31.664114688655797,130.6266943528184,0.3246114751898359,30.0,67.46415337131572
32.34032554697513,136.27136102463768,0.5262016520955921,30.0,71.89806829436789
21.184714427745448,77.41340630826303,0.680876036757628,30.0,49.296488137727586
25.735451656708364,80.8380028818404,0.6861986604139768,30.0,64.63745863755474
21.853904952402075,136.13153811481556,0.549591244823822,30.0,52.92090541942276
33.8096548140095,121.55746598343548,0.6131119293768204,30.0,80.01840936505975
